,X0,X1,y
184,-3.633830471,-1.857069081,6
185,16.54665037,-33.60898935,4
186,16.25238104,-33.50429155,4
187,-4.109454825,0.55675926,6
188,10.46460058,18.89720588,5
189,12.86428835,17.72640841,5
190,-7.311936534,-27.81543571,3
191,4.575485907,-1.518561522,0
192,-8.020486076,-26.53952819,3
193,-7.834839358,3.137122327,6
194,9.899336435,13.06755974,5
195,17.27736637,-23.64738573,4
196,9.67110281,-1.720485072,0
197,14.91009077,-29.98421024,1
198,-7.596428158,-29.70560607,3
199,-8.309691432,-26.25092633,3
200,9.672562098,-0.176411334,0
201,-2.573166312,-4.25410289,6
202,-4.77424641,-4.094889025,6
203,11.05480785,14.60691371,5
204,12.66620029,-23.89019953,1
205,22.27076494,-25.80333545,4
206,14.09841289,-33.01668465,1
207,12.15987208,-29.8989058,1
208,14.99757678,-24.08935872,1
209,-6.536136052,-0.701751537,6
210,20.52221918,-25.86845361,4
211,7.846659284,-2.878494061,0
212,17.31161244,-30.31069996,4
213,10.54277632,13.49291281,5
214,11.42651735,7.442323125,2
215,-2.798857449,-2.658499573,6
216,9.702951071,4.218973657,0
217,12.39887086,-21.02280677,1
218,5.965982709,-2.001626065,0
219,9.622409621,-3.657753344,0
220,16.41915371,-29.86341291,4
221,12.45121301,6.727106275,2
222,10.60597318,10.72159802,5
223,15.96295747,0.33095442,2
224,20.14333085,-31.40094227,4
225,15.00877124,2.852252834,2
226,-8.421364923,-28.79415133,3
227,6.085903131,-4.450022296,0
228,10.43490743,5.886935241,2
229,15.07062799,-21.46739946,4
230,11.21532001,16.14398689,5
231,-5.231261365,-1.039557236,6
232,12.18407258,3.848030979,2
233,10.57057605,3.875397826,2
234,13.1556787,18.73400323,5
235,9.485599304,-7.995706055,0
236,17.67688287,-31.48352726,4
237,-6.05721718,-25.69629951,3
238,-4.360867826,1.628174226,6
239,-3.003438709,-8.280528784,6
240,9.311391728,15.07929554,5
241,20.33368845,-24.48368397,4
242,13.41631551,-26.40333904,1
243,15.59029152,-25.6373163,1
244,8.915374218,19.29611745,5
245,11.6529476,2.902844648,2
246,11.13043172,4.480213772,2
247,-6.435952499,-1.306556576,6
248,10.51251851,-24.74902107,1
249,6.938142562,0.653307793,0
250,-8.638746457,0.508762155,6
251,-1.425313907,3.168074667,6
252,12.06322454,14.72558315,5
253,15.05197672,0.855309599,2
254,-11.55826759,-23.57470597,3
255,12.93231905,16.60410902,5
256,4.717372039,1.748192394,0
257,14.75566129,-0.487295293,2
258,21.48627625,-30.54135578,4
259,10.89924769,17.81871777,5
260,10.23331312,12.59529768,5
261,3.617832495,-2.44583145,0
262,-6.423570324,-30.26751219,3
263,10.81460402,-25.83823651,1
264,11.72894977,-27.75817833,1
265,10.4176899,17.06891442,5
266,18.46023196,-29.38637339,4
267,9.393020544,1.616194905,2
268,11.73727757,-31.17159974,1
269,15.55874812,1.829271069,2
270,10.86604099,-2.358365604,2
271,10.40565574,16.09470031,5
272,14.79191154,-34.87431856,4
273,-5.662263355,0.281170958,6
274,-6.700782771,-31.07527407,3
275,10.8840522,12.53192297,5
276,12.36522133,3.403352433,2
277,13.53781739,15.04853444,5
278,8.195739619,2.583153589,0
279,19.84416378,-35.54457606,4
280,17.5063385,-30.22864107,4
281,10.52934071,-30.96224204,1
282,20.34542362,-29.1821666,4
283,-7.572933693,-1.555829661,6
284,20.90839474,-29.75575795,4
285,6.510566198,-3.118774158,0
286,10.41147159,4.376779178,2
287,-8.159685099,-27.12119158,3
288,14.16065263,-25.13079181,1
289,-3.668898284,1.097933775,6
290,4.879017823,-4.547331598,0
291,12.68349574,-2.011057375,2
292,-5.025065957,-27.04160391,3
293,-3.911122142,0.594198663,6
294,9.286623298,17.39017544,5
295,16.72206136,-32.66417403,4
296,-5.423551352,-2.384665771,6
297,-10.65929662,-31.20044142,3
298,14.68261123,21.5235063,5
299,19.13973399,-28.93817559,4
300,8.89047647,2.241379977,0
301,22.43823498,-28.66275298,4
302,12.03048253,-23.86749275,1
303,10.25026503,12.51680145,5
304,13.76082823,-29.81488712,1
305,1.663820802,-3.720028936,0
306,9.035414634,14.57393399,5
307,13.83028858,-28.8777067,1
308,6.713568326,0.724372673,2
309,19.55070027,-27.99653314,4
310,17.44976415,3.796684867,2
311,9.755877301,18.28336484,5
312,-4.971795407,0.547627368,6
313,19.14685805,-32.63699815,4
314,14.72267072,11.41408958,5
315,7.400824397,-1.608650583,0
316,11.38800118,20.15511261,5
317,-2.218656568,0.207726921,6
318,10.90044306,7.769303504,5
319,-5.838099776,-0.148797972,6
320,15.00493391,-28.82499238,1
321,19.71093657,-24.93328503,4
322,-1.788982453,7.678293035,6
323,19.14803811,-29.72384504,4
324,8.901537331,21.81462416,5
325,-8.130756555,-27.8672344,3
326,14.72614341,15.56150449,5
327,21.67540714,-30.43173752,4
328,13.13596076,20.60542271,5
329,9.769701634,0.564047673,2
330,7.233134244,-3.060342486,0
331,-8.499453059,-26.28680802,3
332,-3.10583429,-0.698318733,6
333,-5.617736592,-30.25504123,3
334,15.84628027,-30.73420577,1
335,6.642701921,2.863338974,0
336,10.74978184,14.08426248,5
337,17.06536344,-27.50241811,4
338,-5.785201434,5.262379457,6
339,18.12617156,-32.22404519,4
340,21.91219042,-31.4441726,4
341,16.93243088,-28.3414945,4
342,-5.736893398,-2.934475924,6
343,11.073793,11.50424881,5
344,9.914692294,0.545488638,2
345,-9.542510639,-28.77106158,3
346,12.27961518,-30.00556571,1
347,-7.182881448,-27.78070697,3
348,17.02795595,-30.7960604,4
349,20.90209926,-23.52440467,4
350,13.24689729,-30.6973855,1
351,-11.28380683,-24.08416035,3
352,18.08543528,-28.20918916,4
353,-6.341567216,-0.294532561,6
354,17.8587179,-26.95997021,4
355,10.23617982,-1.541268016,0
356,13.97302152,2.811474535,2
357,8.863089784,-25.52505918,1
358,-2.228894275,0.795110167,6
359,7.608679268,-2.824621687,0
360,-2.231274271,4.209313612,6
361,9.304610926,14.22350031,5
362,18.85133884,-31.90769111,4
363,21.99697979,-29.26776235,4
364,15.30139285,-28.66618653,1
365,-7.621779074,-27.25531268,3
366,18.71983213,-28.29283301,4
367,-7.02138765,-20.53428497,3
368,12.67156482,-25.41189644,1
369,9.740428778,15.79868185,5
370,12.2654114,7.758239321,2
371,12.25320336,2.940308569,2
372,12.06999432,-28.6471101,1
373,17.76881388,-27.91892216,4
374,11.19928367,-31.29859063,1
375,14.85113108,-24.8094562,1
376,-5.298578899,-33.1456663,3
377,6.26936202,-5.438574047,0
378,12.45508604,3.057540965,2
379,12.2125759,6.236438198,2
380,13.88245234,-29.60999679,1
381,9.562705255,19.41489686,5
382,6.967552862,-1.251899249,0
383,7.108973226,-6.03530754,0
384,13.51394303,0.371525551,2
385,-4.695167324,-3.742011236,6
386,13.74080701,0.525463925,2
387,10.24569797,9.05941885,5
388,-6.894414225,3.992579416,6
389,5.830987862,-2.035440181,0
390,19.86311729,-25.85778991,4
391,7.601373581,-0.322078479,0
392,-5.22207311,-1.018367121,6
393,13.75912728,1.518150325,2
394,14.15127776,15.46538892,5
395,18.0324285,-28.89240168,4
396,-7.154521167,-30.1050576,3
397,14.77170361,5.700811595,2
398,-8.267503304,-23.07361547,3
399,17.41352991,-27.19854128,4
400,17.21085521,-25.39047555,1
401,-2.384617547,-1.596173554,6
402,13.72943912,-26.69638298,1
403,17.91824713,-24.65317078,4
404,12.24964598,-27.1619296,1
405,9.798386267,-2.002309598,0
406,-5.538112559,-0.414185357,6
407,21.35448122,-28.75389273,4
408,12.08125025,-21.92607562,1
409,-3.014553141,0.456907086,6
410,-4.85945234,-26.15721744,3
411,6.46584028,2.766404684,0
412,7.701812035,4.065541059,0
413,15.30674073,6.349609929,2
414,-5.50359611,5.471229984,6
415,-7.987464616,-33.76071051,3
416,-5.436396598,2.233560203,6
417,12.02878048,4.417947898,2
418,-6.124414242,3.216080447,6
419,-5.645308084,-2.061990375,6
420,8.263747628,0.696432289,0
421,14.40043377,12.07583712,5
422,11.69010854,3.719787378,2
423,11.24915469,3.101407759,2
424,14.98026264,5.484473018,2
425,8.494608739,3.592192858,0
426,-3.547057376,0.468231689,6
427,13.25491869,3.612920844,2
428,-5.941700073,2.253361467,6
429,13.29602073,4.058964643,2
430,8.402443667,17.76120018,5
431,10.9532326,14.86648924,5
432,7.654074836,1.599785394,0
433,2.696812807,-2.769411923,0
434,20.84700081,-26.27072192,4
435,-7.371246955,0.224568191,6
436,-4.386615735,5.197187679,6
437,-9.184159981,-30.04749534,3
438,20.38074936,-29.98077974,4
439,12.75005453,4.303240344,2
440,-7.224438425,-0.761151757,6
441,11.1027766,15.59526988,5
442,12.22917969,-26.65847564,1
443,13.49425949,-27.97037115,1
444,14.2321525,19.62494215,5
445,-5.375563398,-28.48109243,3
446,15.41764432,-29.16827541,1
447,-8.334262333,-19.31412867,3
448,21.06956117,-32.53685212,4
449,-7.85063967,-27.0548831,3
450,-8.468419097,5.428088898,6
451,10.42738252,5.344059689,2
452,-6.075971999,3.464926584,6
453,-3.991840509,1.600953726,6
454,-8.351019298,-30.38557139,3
455,-5.337955262,-30.04316119,3
456,-7.409603109,-28.41895527,3
457,-7.141723284,-5.444210421,6
458,8.823750877,14.33394306,5
459,14.68551442,11.51454144,5
460,10.55925658,6.020182842,2
461,-2.993199592,-2.581213906,6
462,19.87014966,-29.54367042,4
463,11.26569101,9.326575168,2
464,18.40490506,-28.20450435,4
465,8.515994355,15.76334823,5
466,16.36339849,4.05900841,2
467,15.96104245,-29.72823498,4
468,12.62087868,-39.26727858,1
469,-5.067278041,-1.328257422,6
470,-3.667740664,-4.592237485,6
471,9.332944075,1.512532321,2
472,12.07333446,12.27609555,5
473,8.148686568,5.242290027,0
474,8.613367991,8.952677032,5
475,8.839422045,20.33392452,5
476,11.93843866,16.99741003,5
477,9.832479002,2.33366733,0
478,-7.743658685,-0.626417024,6
479,-6.924607473,2.934496241,6
480,15.30823373,3.66671332,2
481,14.07138432,4.406174734,2
482,22.04769325,-31.29514875,4
483,15.19693209,-25.5000553,1
484,-6.350033341,-31.06914373,3
485,16.79248938,-27.12875889,1
486,10.65844574,21.80847965,5
487,19.92694761,-30.93383105,4
488,9.727672588,14.05099641,5
489,5.61489997,1.603686388,0
490,7.648236878,1.481287896,0
491,-6.474297767,-31.37661683,3
492,5.98734365,-1.566922758,0
493,6.439876223,3.610882813,0
494,15.27762434,-0.291763882,2
495,8.763355203,5.440690679,0
496,-4.535792132,1.018869071,6
497,7.464945556,-8.924157491,0
498,8.013468612,-0.99569878,0
499,13.11098767,16.00638178,5
500,10.35547109,-24.65251069,1
501,7.138629354,1.219165283,0
502,21.25047502,-25.38999581,4
503,10.29171114,-2.301650455,0
504,-9.448403419,-28.56451934,3
505,13.18548874,-33.2618666,1
506,10.49068884,8.22580839,2
507,-7.105210418,-27.02326886,3
508,15.15333815,-31.01862143,1
509,-7.268962297,-6.435825941,6
510,-8.292401818,-28.6464331,3
511,-7.008841554,-28.60087658,3
512,11.72678613,10.72777277,5
513,20.13735482,-25.56311712,4
514,14.58776591,-22.16490571,1
515,-4.194637735,1.066032056,6
516,11.84459541,4.658759461,2
517,5.162756215,1.210871531,0
518,-2.35540997,2.05919756,6
519,10.70810033,-32.93726398,1
520,24.53322245,-28.54162044,4
521,14.58173636,14.72114501,5
522,11.5298273,-27.08975628,1
523,16.77536178,-29.64217878,1
524,6.664051644,0.724300575,0
525,-9.466886662,-17.13961073,3
526,6.454465405,-3.564270888,0
527,9.457870623,-3.294227816,0
528,18.0682924,-21.86674483,4
529,18.87480655,-29.97813443,4
530,11.4509172,10.99007769,5
531,11.4954522,13.67063423,5
532,-2.39223948,-2.540708675,6
533,10.50415509,2.771510051,2
534,-4.334923432,-7.639419821,6
535,-8.68561051,-22.91985605,3
536,-7.938386755,-29.1873732,3
537,11.61935763,14.24905648,5
538,-7.390694775,-27.53847268,3
539,13.87807271,-28.88045258,1
540,22.42138165,-29.61061493,4
541,12.29690025,5.029077969,2
542,9.560252648,17.16355636,5
543,-8.252430632,-29.35814561,3
544,9.300952275,-21.90407494,1
545,6.036494171,1.516739692,0
546,11.93523635,12.6567594,5
547,-3.618088145,-0.523878505,6
548,17.18251569,-27.73131795,4
549,-7.459533652,-28.84836802,3
550,10.28167254,14.36534807,5
551,8.648592409,-27.52917846,1
552,-10.23315571,-25.76990028,3
553,9.712621313,14.50544846,5
554,12.72270193,2.17849004,2
555,12.83461499,15.02283114,5
556,-5.426445055,-25.34330643,3
557,20.37401181,-32.48277949,4
558,5.642189589,2.341773014,0
559,6.099795752,-0.279763949,0
560,14.59210761,16.75566713,5
561,-6.319421421,-25.43538365,3
562,-7.32926393,-25.13804522,3
563,-7.793600099,-27.68618394,3
564,14.32988717,-30.17224446,1
565,14.24900821,-26.91666237,1
566,-4.349226628,2.715860801,6
567,-7.196101209,-29.08933518,3
568,11.66107778,7.063156374,2
569,-4.034505695,4.418420363,6
570,18.49727037,-26.78760718,4
571,15.99180134,-31.23162375,4
572,19.22496137,-32.72108245,4
573,8.733011514,1.579362119,0
574,8.395966753,21.10245008,5
575,7.966178251,0.255627212,2
576,-8.576941232,-29.27548568,3
577,13.44561608,-29.75524297,1
578,10.44119901,2.364527,0
579,-8.052500081,-30.44220635,3
580,9.941710859,18.14449771,5
581,2.71447175,1.202669949,0
582,10.36921981,12.42727176,5
583,12.0276978,3.021854612,2
584,-7.370606408,-25.54168409,3
585,-6.794958423,-2.578192739,6
586,11.81243528,18.99843436,5
587,13.24570966,11.63694942,2
588,-3.412317687,-32.9446799,3
589,-3.409382356,3.378723231,6
590,9.378005006,15.69726168,5
591,18.39149817,-24.71891812,4
592,12.21003685,4.109742223,2
593,14.55701382,-21.36046571,1
594,12.58128323,12.25415604,5
595,-7.260720824,-27.84704371,3
596,13.60905506,3.339440903,2
597,13.82141127,7.303186992,2
598,-7.499806461,-0.95572867,6
599,9.289608182,-23.42877031,1
600,20.3488081,-29.30734319,4
601,6.710105828,17.66613458,5
602,-6.792903393,-27.60776592,3
603,21.21660953,-33.04666518,4
604,13.49548425,-4.30230166,2
605,13.55566959,0.145075049,2
606,10.86635992,8.10768941,2
607,10.44932805,-24.36681824,1
608,12.05078602,23.54031932,5
609,-5.969787869,3.15729861,6
610,0.4628464,-1.110770897,6
611,9.123364,-30.06914812,1
612,13.2353172,11.33688392,2
613,8.767189956,1.795056332,0
614,12.97195033,2.939646872,2
615,14.11568748,-26.24964095,1
616,12.33959276,-1.773723129,2
617,12.02213377,-28.43857386,1
618,10.94348494,12.22252157,5
619,12.96423247,-29.39879809,1
620,-7.291325753,-1.041154962,6
621,-3.439118011,0.297447425,6
622,-8.913386498,-26.94770834,3
623,-8.656751491,-7.880082137,6
624,20.67316307,-35.28318989,4
625,7.432127909,-5.020320477,0
626,4.124101722,-0.290856678,0
627,9.859111067,20.98923195,5
628,11.96576839,8.57335045,2
629,9.958702411,12.41291074,5
630,-5.520606557,1.947409197,6
631,17.36071518,5.480460479,2
632,8.010377411,10.96704193,5
633,12.89640889,-25.34478648,1
634,9.054859699,18.86373905,5
635,-5.656994315,-2.343561883,6
636,7.133797898,2.062562293,0
637,18.39331409,-30.1663774,4
638,18.40471629,-26.61125699,4
639,0.73223262,1.550373714,0
640,-8.847479212,-26.90661065,3
641,11.51037326,-29.87327441,1
642,12.0590396,-27.03134203,1
643,8.834022423,11.09672795,5
644,13.78201489,2.02465414,2
645,9.833577753,0.249182485,0
646,10.88794017,16.04129049,5
647,17.54777326,-33.40640521,4
648,9.420694468,-26.22109718,1
649,14.51971745,5.759013673,2
650,-9.549852792,-28.31293587,3
651,7.507454806,12.39712467,5
652,18.6252804,-32.81480746,4
653,10.32615533,10.25677498,2
654,-7.743542488,-3.041953203,6
655,-7.417565943,-29.58457655,3
656,20.90009098,-27.55857032,4
657,7.528197159,0.717030791,0
658,21.04826798,-32.30542038,4
659,6.393059919,-4.948923968,0
660,20.3569998,-29.85167183,4
661,23.26582564,-29.47812748,4
662,8.914031042,0.528307189,0
663,-9.620051867,-25.43605101,3
664,17.97532645,-25.5995382,4
665,8.737651293,2.260283527,2
666,10.95533415,-31.88497738,1
667,13.7967598,5.113436842,2
668,10.61648075,12.49971811,5
669,-11.32872311,-24.62774608,3
670,15.59147039,2.608247893,2
671,6.439493118,-5.165807891,0
672,-5.966182785,3.585055278,6
673,-3.346582754,-5.373431104,6
674,-7.488053743,0.287755173,6
675,8.329858352,-0.195607643,2
676,19.162414,-26.63777263,4
677,5.743502953,-0.557186715,0
678,25.03410917,-31.08576129,4
679,14.26741065,-23.28785716,1
680,-4.853493406,-30.08734095,3
681,14.99559064,7.242094362,2
682,-10.98774812,-21.35650858,3
683,13.83821183,-27.48607668,1
684,-7.41268025,-23.57661679,3
685,21.70818219,-31.49210578,4
686,14.08010849,-28.55456761,1
687,-8.933614472,-21.39531023,3
688,-6.564066499,-25.70866623,3
689,12.13663666,-30.8599471,1
690,9.39095617,-1.172218302,0
691,20.47819366,-26.14798647,4
692,12.53328278,7.749616487,2
693,14.00345055,-26.86344037,1
694,-6.081218628,-2.951285478,6
695,-3.269935335,-0.625408104,6
696,-8.298970839,-28.86467968,3
697,11.62330768,17.25180561,5
698,-8.406121168,-27.57005889,3
699,13.56195734,-29.71664324,1
700,11.13447937,11.878614,5
701,16.72859278,2.579399061,2
702,13.67109561,-27.31435334,1
703,14.93834495,-33.58235511,1
704,12.91032142,2.136123927,2
705,14.72252017,-31.47906952,1
706,20.38143773,-29.097806,4
707,-8.441283755,-24.50275859,3
708,8.851429183,14.53619983,5
709,18.64335014,-27.42572679,4
710,11.58547927,-26.47307521,1
711,16.01672219,-24.14901598,1
712,17.87284128,-27.33346882,4
713,-8.228416093,-28.61508903,3
714,11.23845525,-27.77218287,1
715,15.02090042,16.5383476,5
716,-7.773172054,-25.31244191,3
717,13.84869057,3.082951924,2
718,11.62068793,11.760649,2
719,18.17820977,-31.65525564,4
720,14.13522428,-30.44522915,1
721,-5.735923652,0.662989525,6
722,19.92239612,-29.41278334,4
723,-7.600281684,-23.24900318,3
724,14.12787734,-29.09587255,1
725,17.21311897,-27.98493174,4
726,-6.874995756,-23.73694351,3
727,-7.7193823,-2.588040537,6
728,-6.207809813,-24.81988849,3
729,21.60890482,-26.40611304,4
730,-5.406305739,-0.178494988,6
731,-4.402824079,-5.766973853,6
732,20.75182835,-25.87560639,4
733,-5.086461418,1.584752209,6
734,-4.907064652,-1.863095805,6
735,10.39444194,-2.148786089,2
736,-4.818008492,-4.491139024,6
737,-7.701860735,-28.68388237,3
738,13.79304242,2.941743851,2
739,22.02164427,-32.65976559,4
740,-5.18142138,-3.126034794,6
741,-7.329596389,-32.30858156,3
742,11.47827258,13.4378232,5
743,6.76747565,17.54442135,5
744,13.06447207,4.437640495,2
745,-8.725042226,-31.19445883,3
746,17.93451296,-29.46891167,1
747,19.93515398,-30.99132383,4
748,-8.8402676,-27.12145859,3
749,-0.697792286,2.356948007,6
750,-7.401595169,-27.75097734,3
751,17.00225449,-25.56967615,4
752,18.75485506,-30.58779144,4
753,13.70718808,-21.94514684,1
754,14.45507981,-27.29324403,1
755,-10.0476681,3.521633702,6
756,13.08216802,-26.22426773,1
757,-5.166013963,1.190994148,6
758,7.329078459,-0.794219405,0
759,12.90566608,13.73665582,5
760,8.267878021,21.47058387,5
761,17.25249237,-33.11334603,4
762,-7.51478685,5.461187135,6
763,13.35576421,5.253162201,2
764,11.46140902,-29.29403895,1
765,18.40960376,-26.83920142,4
766,13.35338918,-32.45420649,1
767,-3.303416173,-3.760238745,6
768,6.570813311,3.846177833,0
769,-4.86503425,-27.585247,3
770,21.59858692,-28.5283198,4
771,-5.559135915,-6.368536458,6
772,-5.44657815,1.406577813,6
773,7.435863194,-5.573448648,0
774,-4.072222398,-6.501735367,6
775,18.29276053,-25.23480275,4
776,22.89175511,-31.58101361,4
777,18.21897412,-26.08829537,4
778,7.17901582,-1.844052812,0
779,21.57671203,-26.69243867,4
780,18.54280547,-31.06253117,4
781,19.6618488,-24.93600179,4
782,15.85111389,4.761747627,2
783,11.29838788,15.57609988,5
784,13.51162208,-29.83853845,1
785,-2.799182649,-3.610596819,6
786,-4.560334453,-0.653786262,6
787,-6.824738634,-29.6021509,3
788,14.0640427,5.608843113,2
789,17.50142137,-33.78117855,4
790,-5.700058853,-27.24084933,3
791,-6.466348671,-27.19091919,3
792,8.682607541,0.716759995,0
793,-11.08302426,-25.67926229,3
794,6.602177502,-4.609407465,0
795,19.7191214,-27.20164021,4
796,11.80433282,15.35253203,5
797,-8.669214749,-23.75201729,3
798,7.896445801,-0.086618876,0
799,11.65234284,-1.805364235,2
800,-8.463002073,-27.0028935,3
801,-4.284656811,-3.368380826,6
802,-4.045836128,2.103393527,6
803,11.25273717,-27.78944171,1
804,14.66422197,-26.22593439,1
805,-8.322170308,-28.10050485,3
806,10.7082764,-28.68293139,1
807,8.432871361,-6.247019699,0
808,10.99812281,15.79879713,5
809,-3.435593617,1.648404066,6
810,15.08202692,-27.55552221,1
811,12.15457416,5.742879633,2
812,11.12404773,3.719677106,2
813,-6.276765122,-0.077308741,6
814,-9.679800489,0.135065475,6
815,-7.389950211,-26.18263416,3
816,9.99593717,12.12108134,5
817,17.8878392,-28.35318534,4
818,13.7022035,-28.08164696,1
819,-1.185520521,-1.011066352,6
820,12.49494243,-27.06711126,1
821,-5.517860683,-29.11741569,3
822,15.71355102,1.470175948,2
823,20.55362744,-26.81145455,4
824,12.29005156,1.599755713,2
825,-5.133103788,1.060880121,6
826,15.04669525,-24.56069451,1
827,15.72020727,-26.91953583,4
